page,group,subgroup,nreview,user,role,postcount,datecreated,hourcreated,message,reply
1,Honda,Honda Accord,683,kyfdx,Moderator,217095,2020-06-18,12:58:23,"Ehoefle1 said:Hi, may I please have the MF, RV, and any available incentives for a 2020 Accord EX-L 2.0T Sedan for 36 months/12,000 miles for the 14617 zip code? Also, if I could have the same for the 2020 Accord Sport 2.0T as well. Thank you! .00087 MF$500 incentive58%/56% residual for Sport/EXL ",Yes
1,Honda,Honda Accord,684,whey2go,Member,5,2020-06-18,18:19:01,"Hi! Can I please have the following:a. 2020 Honda Accord Sport 1.5tb. 2020 Honda Accord Sport 2.0tAutomaticMF/RVIncentives, loyalty or conquest?36/12 36/1522191Thank you! ",No
1,Honda,Honda Accord,685,kyfdx,Moderator,217095,2020-06-18,19:29:29,"whey2go said:Hi! Can I please have the following:a. 2020 Honda Accord Sport 1.5tb. 2020 Honda Accord Sport 2.0tAutomaticMF/RVIncentives, loyalty or conquest?36/12 36/1522191Thank you!36/15.00087 MF$500 incentive57%/56% residual for 1.5/2.0No loyalty/conquest ",Yes
1,Honda,Honda Accord,686,Matto00,Member,13,2020-06-19,22:23:46,Hello. Can I have the MF and RV of the Accord EX and EX hybrid? 2019 and 2020 if they are different. zip 80023. 36/12. Trying to decide between Civic or Accord. ,No
1,Honda,Honda Accord,687,Michaell,Moderator,219539,2020-06-20,02:39:03,Matto00 said:Hello. Can I have the MF and RV of the Accord EX and EX hybrid? 2019 and 2020 if they are different. zip 80023. 36/12. Trying to decide between Civic or Accord. 2020.00087 and 57%$500 incentiveEither gas or hybridNo 2019 Accord lease programs ,Yes
1,Honda,Honda Accord,688,Puddin34,Member,27,2020-06-22,15:59:49,"HelloCan you please provide Residual, MF, factory and loyalty incentives for EX-L 2.0T 36/12 in 01810 ",No
1,Honda,Honda Accord,689,Michaell,Moderator,219539,2020-06-22,16:38:56,"Puddin34 said:HelloCan you please provide Residual, MF, factory and loyalty incentives for EX-L 2.0T 36/12 in 01810.00087 and 56%$500 incentive ",Yes
1,Honda,Honda Accord,690,Puddin34,Member,27,2020-06-22,23:50:32,"Michaell said: Puddin34 said:HelloCan you please provide Residual, MF, factory and loyalty incentives for EX-L 2.0T 36/12 in 01810.00087 and 56%$500 incentiveThanks... Sorry, but what about EX-L 1.5T? ",Yes
1,Honda,Honda Accord,691,Michaell,Moderator,219539,2020-06-23,05:27:25,"Puddin34 said: Michaell said: Puddin34 said:HelloCan you please provide Residual, MF, factory and loyalty incentives for EX-L 2.0T 36/12 in 01810.00087 and 56%$500 incentiveThanks... Sorry, but what about EX-L 1.5T? 57% residual ",Yes
1,Honda,Honda Accord,692,Searry423,Member,6,2020-06-23,22:33:52,Could I please have the MF and Residual and any incentives on an Accord Sport 2.0t for a 36/12 lease in zip code 02143? Thank you! ,No
1,Honda,Honda Accord,693,Michaell,Moderator,219539,2020-06-24,04:46:44,Searry423 said:Could I please have the MF and Residual and any incentives on an Accord Sport 2.0t for a 36/12 lease in zip code 02143? Thank you!.00087 and 58%$500 incentive ,Yes
1,Honda,Honda Accord,694,kar_freak,Member,148,2020-06-24,15:24:40,Hi! Looking for MF/RV on 2020 Accord EX-L 2.0T 36/12k in 77479.Thanks! ,No
1,Honda,Honda Accord,695,Justin Jarosz,Member,19,2020-06-24,16:32:52,"Hello,Can I please have the MF, residual and incentives for 2020 EX and EX-L 1.5 with 12k/36 months and 10k/36 months?14221 zip code Thanks! ",No
1,Honda,Honda Accord,696,Luis2912,Member,5,2020-06-24,17:00:41,"Hey,Can I get some help here please. What's the MF, residual and lease or loyalty credit [if any] for a 2020 Honda accord sport 2.0. 36mo/12k 11581. Thanks for the help ",No
1,Honda,Honda Accord,697,Michaell,Moderator,219539,2020-06-24,17:02:13,kar_freak said:Hi! Looking for MF/RV on 2020 Accord EX-L 2.0T 36/12k in 77479.Thanks!.00087 and 56%$500 incentive ,Yes
1,Honda,Honda Accord,698,Michaell,Moderator,219539,2020-06-24,17:03:13,"Luis2912 said:Hey,Can I get some help here please. What's the MF, residual and lease or loyalty credit [if any] for a 2020 Honda accord sport 2.0. 36mo/12k 11581. Thanks for the help.00087 and 58%$500 incentive$500 targeted loyalty, which means you need a code from Honda (via email or snail mail) to qualify ",Yes
1,Honda,Honda Accord,699,kyfdx,Moderator,217095,2020-06-24,19:27:01,"Justin Jarosz said:Hello,Can I please have the MF, residual and incentives for 2020 EX and EX-L 1.5 with 12k/36 months and 10k/36 months?14221 zip code Thanks!36/12.00087 MF and 57% residualEither trim ",Yes
1,Honda,Honda Accord,700,lyniguez,Member,7,2020-06-25,17:42:06,"Hello,Can I please have the MF, residual and incentives for 2020 Accord Hybrid Touring with 12k/36 months and 10k/36 months?92620 zip code ",No
1,Honda,Honda Accord,701,Michaell,Moderator,219539,2020-06-25,17:59:24,"lyniguez said:Hello,Can I please have the MF, residual and incentives for 2020 Accord Hybrid Touring with 12k/36 months and 10k/36 months?92620 zip code36/12.00087 and 54%$500 incentive ",Yes
1,Honda,Honda Accord,702,ccp08402,Member,2,2020-06-25,18:39:42,Appreciate lease/incentives in Zip 08402 for 2020 Sport 2.0 Auto 36/12 ,No
1,Honda,Honda Accord,703,Michaell,Moderator,219539,2020-06-25,19:35:44,ccp08402 said:Appreciate lease/incentives in Zip 08402 for 2020 Sport 2.0 Auto 36/12.00087 and 58%$500 incentive ,Yes
1,Honda,Honda Accord,704,Lito_Cortes,Member,3,2020-06-26,12:31:19,"Hi, Can I please have the following: 2020 Honda Accord Touring 2.0t and Accord Sport 2.0tMF/RVIncentives (dealer/military)36/12for zip codes 79936 and 80922 Thank you. ",No
1,Honda,Honda Accord,705,Michaell,Moderator,219539,2020-06-26,14:23:37,"Lito_Cortes said:Hi, Can I please have the following: 2020 Honda Accord Touring 2.0t and Accord Sport 2.0tMF/RVIncentives (dealer/military)36/12for zip codes 79936 and 80922 Thank you..00087 and 57% / 58% for Touring / Sport$500 dealer incentive$1000 military appreciation ",Yes
1,Honda,Honda Accord,706,foxis86,Member,15,2020-06-27,00:32:28,"Hi! can I please get MF RV & incentives for 2020 Accord EX CVT 1.5, zip code is 34741. Also I was wondering if the June numbers will be the same for July or if I should wait ",No
1,Honda,Honda Accord,707,Michaell,Moderator,219539,2020-06-27,03:17:51,"foxis86 said:Hi! can I please get MF RV & incentives for 2020 Accord EX CVT 1.5, zip code is 34741. Also I was wondering if the June numbers will be the same for July or if I should wait36/15.00087 and 55%$500 incentiveJune programs run through July 6th; no guesses or predictions on what the July programs will look like. ",Yes
1,Honda,Honda Accord,708,foxis86,Member,15,2020-06-27,12:59:50,"Michaell said: foxis86 said:Hi! can I please get MF RV & incentives for 2020 Accord EX CVT 1.5, zip code is 34741. Also I was wondering if the June numbers will be the same for July or if I should wait36/15.00087 and 55%$500 incentiveJune programs run through July 6th; no guesses or predictions on what the July programs will look like.Thanks so much for the quick reply! I was wondering, do they offer 10k or 12k miles options, and if they do have much the RV would be. Thanks! ",Yes
1,Honda,Honda Accord,709,Michaell,Moderator,219539,2020-06-27,15:45:57,"foxis86 said: Michaell said: foxis86 said:Hi! can I please get MF RV & incentives for 2020 Accord EX CVT 1.5, zip code is 34741. Also I was wondering if the June numbers will be the same for July or if I should wait36/15.00087 and 55%$500 incentiveJune programs run through July 6th; no guesses or predictions on what the July programs will look like.Thanks so much for the quick reply! I was wondering, do they offer 10k or 12k miles options, and if they do have much the RV would be. Thanks!57% for 36/1210K not available in FL. ",Yes
1,Honda,Honda Accord,710,Niko876,Member,23,2020-06-28,00:23:50,"Hello all may I have the number MF, RV and incentives for (33328) 36/10kAccord Sport 1.5TAccord Sport 2.0TThank you in advance. ",No
1,Honda,Honda Accord,711,Michaell,Moderator,219539,2020-06-28,00:48:34,"Niko876 said:Hello all may I have the number MF, RV and incentives for (33328) 36/10kAccord Sport 1.5TAccord Sport 2.0TThank you in advance..00087 and 60% / 59% for 1.5T / 2.0T$500 incentive ",Yes
1,Honda,Honda Accord,712,sarugbgy4life,Member,55,2020-06-28,13:51:58,"Hi there - can I please request residual, MF and any incentives for LX/Hybrid/Sport 2.0 trims 36/10, Any incentives? Bay Area. Thanks as always! ",No
1,Honda,Honda Accord,713,kyfdx,Moderator,217095,2020-06-28,14:01:59,"sarugbgy4life said:Hi there - can I please request residual, MF and any incentives for LX/Hybrid/Sport 2.0 trims 36/10, Any incentives? Bay Area. Thanks as always! 36/12.00087 MF$500 incentive58% residual on all three, assuming Base Hybrid ",Yes
1,Honda,Honda Accord,714,sarugbgy4life,Member,55,2020-06-28,19:05:17,"Here is the deal I was offered for a 2020 Sport 1.5.MSRP $27,795Sale price: $24985.00087 MF / 59% residual $299/mo plus tax$753 DAS (first month payment plus fees)Can I do better? ",No
1,Honda,Honda Accord,715,Michaell,Moderator,219539,2020-06-28,19:15:08,"sarugbgy4life said:Here is the deal I was offered for a 2020 Sport 1.5.MSRP $27,795Sale price: $24985.00087 MF / 59% residual $299/mo plus tax$753 DAS (first month payment plus fees)Can I do better?What ZIP code?Check here for help with pricing:https://www.edmunds.com/new-cars/ ",Yes
1,Honda,Honda Accord,716,sarugbgy4life,Member,55,2020-06-28,19:19:40,94517 ,No
1,Honda,Honda Accord,717,Michaell,Moderator,219539,2020-06-28,19:53:13,"sarugbgy4life said:94517Looks good, for CA ",Yes
1,Honda,Honda Accord,718,Undead2020,Member,4,2020-06-30,15:15:24,"Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. ",No
1,Honda,Honda Accord,719,Michaell,Moderator,219539,2020-06-30,15:48:35,"Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code? ",Yes
1,Honda,Honda Accord,720,Undead2020,Member,4,2020-06-30,17:30:06,"Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 ",Yes
1,Honda,Honda Accord,721,Michaell,Moderator,219539,2020-06-30,17:38:28,"Undead2020 said: Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 36/12.00087 and 58%$500 incentiveStart your research here:https://www.edmunds.com/car-leasing/ ",Yes
1,Honda,Honda Accord,722,Undead2020,Member,4,2020-06-30,18:06:02,"Michaell said: Undead2020 said: Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 36/12.00087 and 58%$500 incentiveStart your research here:https://www.edmunds.com/car-leasing/Thanks for the help much appreciated! Were those numbers for both the touring and the sport? If i'm using the calculator correctly I should be looking at about 425/m for the touring and 372 ish for the sport? Much appreciated! ",Yes
1,Honda,Honda Accord,723,kyfdx,Moderator,217095,2020-06-30,18:20:17,"Undead2020 said: Michaell said: Undead2020 said: Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 36/12.00087 and 58%$500 incentiveStart your research here:https://www.edmunds.com/car-leasing/Thanks for the help much appreciated! Were those numbers for both the touring and the sport? If i'm using the calculator correctly I should be looking at about 425/m for the touring and 372 ish for the sport? Much appreciated! Touring residual is 57%How can you calculate the payment without knowing the selling price? ",Yes
1,Honda,Honda Accord,724,Undead2020,Member,4,2020-06-30,18:28:10,"kyfdx said: Undead2020 said: Michaell said: Undead2020 said: Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 36/12.00087 and 58%$500 incentiveStart your research here:https://www.edmunds.com/car-leasing/Thanks for the help much appreciated! Were those numbers for both the touring and the sport? If i'm using the calculator correctly I should be looking at about 425/m for the touring and 372 ish for the sport? Much appreciated! Touring residual is 57%How can you calculate the payment without knowing the selling price?Thanks for the Residual. I was just using the lease calculator and selecting the vehicles which I assume is going off of base MSRP pre any negotiations on sales price? ",Yes
1,Honda,Honda Accord,725,kyfdx,Moderator,217095,2020-06-30,18:29:06,"Undead2020 said: kyfdx said: Undead2020 said: Michaell said: Undead2020 said: Michaell said: Undead2020 said:Could I please get the residual, MF, incentive for a 2020 Honda Accord Sport 2.0L . Any additional help would be greatly appreciated as I've tried doing my research into leasing however it honestly confuses the hell out of me. A general deal/price I should be looking for in my area would be fantastic. Planning on 12k miles. What is your ZIP code?Yikes, I had it formatted and must have deleted it . Zip: 28031 36/12.00087 and 58%$500 incentiveStart your research here:https://www.edmunds.com/car-leasing/Thanks for the help much appreciated! Were those numbers for both the touring and the sport? If i'm using the calculator correctly I should be looking at about 425/m for the touring and 372 ish for the sport? Much appreciated! Touring residual is 57%How can you calculate the payment without knowing the selling price?Thanks for the Residual. I was just using the lease calculator and selecting the vehicles which I assume is going off of base MSRP pre any negotiations on sales price?The negotiated price is the most important part.  ",Yes
1,Honda,Honda Accord,726,antciam1,Member,29,2020-06-30,23:07:36,Can I get the MF and residual for a 2020 honda accord sport 2.0T? 36 / 12 and 36 / 15. 23456 zip code ,No
1,Honda,Honda Accord,727,Michaell,Moderator,219539,2020-07-01,02:45:20,antciam1 said:Can I get the MF and residual for a 2020 honda accord sport 2.0T? 36 / 12 and 36 / 15. 23456 zip code36/15.00087 and 56%$500 incentive ,Yes
1,Honda,Honda Accord,728,Brian10121,Member,19,2020-07-02,20:23:20,"Hello,Can I get the MF and RV for 2020 Accord touring and EX-L for 7506836m, 12k yearthank you ",No
1,Honda,Honda Accord,729,kyfdx,Moderator,217095,2020-07-02,20:41:18,"Brian10121 said:Hello,Can I get the MF and RV for 2020 Accord touring and EX-L for 7506836m, 12k yearthank you.00087 MF57%/56% residual for Touring/EXL$500 incentive ",Yes
1,Honda,Honda Accord,730,UnXplainable1,Member,14,2020-07-03,02:02:23,"Good evening, can I get MF, RV and incentives for the 2020 Honda Accord Sport, EX, and EX-L36/12Kzip 29601? Thank you! ",No
1,Honda,Honda Accord,731,Michaell,Moderator,219539,2020-07-03,03:03:32,"UnXplainable1 said:Good evening, can I get MF, RV and incentives for the 2020 Honda Accord Sport, EX, and EX-L36/12Kzip 29601? Thank you!1.5T or 2.0T? ",Yes
1,Honda,Honda Accord,732,UnXplainable1,Member,14,2020-07-03,13:59:19,"@Michaell, sorry about that. Could I get both? ",No
1,Honda,Honda Accord,733,kyfdx,Moderator,217095,2020-07-03,19:26:45,"UnXplainable1 said:Good evening, can I get MF, RV and incentives for the 2020 Honda Accord Sport, EX, and EX-L36/12Kzip 29601? Thank you!.00087 MF$500 incentiveSport: 59%/58% residual for 1.5/2.0EX: 57% residualEXL: 57%/56% residual for 1.5/2.0 ",Yes
1,Honda,Honda Accord,734,Huggy,Member,11,2020-07-04,06:50:29,"Could I please have the MF & RV for a 2020 Accord 2.0T Touring 36/15K & 48/15K for zip 21043 with a negotiated price of $32,330? ",No
1,Honda,Honda Accord,735,jcokeke,Member,8,2020-07-04,07:11:17,Could I have the RV and MF for a 2020 Accord Sport 2.0T 36/12k and 48/12k for zip 27610? ,No
1,Honda,Honda Accord,736,kyfdx,Moderator,217095,2020-07-04,12:40:21,"Huggy said:Could I please have the MF & RV for a 2020 Accord 2.0T Touring 36/15K & 48/15K for zip 21043 with a negotiated price of $32,330?36/15.00087 MF and 55% residual$500 incentiveNo lease support for the 48 month term. ",Yes
1,Honda,Honda Accord,737,kyfdx,Moderator,217095,2020-07-04,12:41:16,jcokeke said:Could I have the RV and MF for a 2020 Accord Sport 2.0T 36/12k and 48/12k for zip 27610? .00087 MF and 58% residual$500 incentiveNo lease support for the 48 month term ,Yes
1,Honda,Honda Accord,738,xavier40,Member,5,2020-07-04,20:28:04,"Hello, can I please get the MF, RV for 2020 Honda Accord LX 36/12 at 78758 ",No
1,Honda,Honda Accord,739,Michaell,Moderator,219539,2020-07-04,23:30:07,"xavier40 said:Hello, can I please get the MF, RV for 2020 Honda Accord LX 36/12 at 78758.00087 and 58%$500 incentives ",Yes
1,Honda,Honda Accord,740,ldeleon96,Member,35,2020-07-05,19:29:56,"Hello,Can someone please give me the MF, RV and incentives for a 2020 accord sport for zip 89148. 36/12 Thanks! ",No
1,Honda,Honda Accord,741,kyfdx,Moderator,217095,2020-07-05,20:32:57,"ldeleon96 said:Hello,Can someone please give me the MF, RV and incentives for a 2020 accord sport for zip 89148. 36/12 Thanks!1.5 or 2.0 engine? ",Yes
1,Honda,Honda Accord,742,Bozydeco,Member,2,2020-07-05,21:47:13,"Can I please have the MF, residual and incentives for 2020 Accord LX with 12k/36 months Zip code 30044 ",No
1,Honda,Honda Accord,743,Michaell,Moderator,219539,2020-07-06,01:36:09,"Bozydeco said:Can I please have the MF, residual and incentives for 2020 Accord LX with 12k/36 months Zip code 30044.00087 and 58%$500 incentive ",Yes
1,Honda,Honda Accord,744,raviv550,Member,8,2020-07-06,02:09:57,"Hello. Can I please have the MF, RV and incentives for 2020 Honda Accord LX/EX 36m/15k zip code 06484? I am a new grad and unsure if the previously mentioned incentives included this.Can I also maybe have some insight in how much the residual changes from 10k to 12k to 15k and where these numbers are coming from? Are they just projected from previous years? ",No
1,Honda,Honda Accord,745,Michaell,Moderator,219539,2020-07-06,03:09:22,"raviv550 said:Hello. Can I please have the MF, RV and incentives for 2020 Honda Accord LX/EX 36m/15k zip code 06484? I am a new grad and unsure if the previously mentioned incentives included this.Can I also maybe have some insight in how much the residual changes from 10k to 12k to 15k and where these numbers are coming from? Are they just projected from previous years?36/15.00087 and 56% / 55% for LX / EX$500 incentiveAdd 2% or 3% for 12K / 15K ",Yes
1,Honda,Honda Accord,746,Lakers824,Member,50,2020-07-06,05:32:45,Is the MF the same for all Honda Accord Trims (Gas only)? ,No
1,Honda,Honda Accord,747,kyfdx,Moderator,217095,2020-07-06,12:45:39,Lakers824 said:Is the MF the same for all Honda Accord Trims (Gas only)?Correct ,Yes
1,Honda,Honda Accord,748,ldeleon96,Member,35,2020-07-06,16:54:38,"kyfdx said: ldeleon96 said:Hello,Can someone please give me the MF, RV and incentives for a 2020 accord sport for zip 89148. 36/12 Thanks!1.5 or 2.0 engine?Can you provide for both 1.5 and 2.0? Thank you! ",Yes
1,Honda,Honda Accord,749,Lakers824,Member,50,2020-07-06,17:21:12,"Does Honda give a better MF to buyers that qualify for loyalty. I know for Acura if you qualify for loyalty you get the best MF available. If no Acura loyalty, the MF goes up 0.0001. Thanks. ",No
1,Honda,Honda Accord,750,kyfdx,Moderator,217095,2020-07-06,17:40:48,"ldeleon96 said: kyfdx said: ldeleon96 said:Hello,Can someone please give me the MF, RV and incentives for a 2020 accord sport for zip 89148. 36/12 Thanks!1.5 or 2.0 engine?Can you provide for both 1.5 and 2.0? Thank you!.00087 MF$500 incentive59%/58% residual for 1.5/2.0 ",Yes
1,Honda,Honda Accord,751,kyfdx,Moderator,217095,2020-07-06,17:41:07,"Lakers824 said:Does Honda give a better MF to buyers that qualify for loyalty. I know for Acura if you qualify for loyalty you get the best MF available. If no Acura loyalty, the MF goes up 0.0001. Thanks.No.. it's .00087 for anyone with top tier ",Yes
1,Honda,Honda Accord,752,Hagaley,Member,1,2020-07-06,17:45:41,"Hello. Can I please have the MF, RV and incentives for 2020 Honda Accord sport/ sport 2.0 36m/12k zip code 98118? I am a new grad and unsure if the previously mentioned incentives included this ",No
1,Honda,Honda Accord,753,kyfdx,Moderator,217095,2020-07-06,17:47:28,"Hagaley said:Hello. Can I please have the MF, RV and incentives for 2020 Honda Accord sport/ sport 2.0 36m/12k zip code 98118? I am a new grad and unsure if the previously mentioned incentives included this.00087 MF$500 incentive59%/58% residual$500 grad ",Yes
1,Honda,Honda Accord,754,dantinho,Member,25,2020-07-06,19:55:10,"Hi - could I please get the MF, RV and incentives for 2020 Honda Accord Hybrid. 36 months, 10k in zip code 20001? ",No
1,Honda,Honda Accord,755,kyfdx,Moderator,217095,2020-07-06,20:16:33,"dantinho said:Hi - could I please get the MF, RV and incentives for 2020 Honda Accord Hybrid. 36 months, 10k in zip code 20001?Which trim? ",Yes
1,Honda,Honda Accord,756,dantinho,Member,25,2020-07-06,21:30:00,"kyfdx said: dantinho said:Hi - could I please get the MF, RV and incentives for 2020 Honda Accord Hybrid. 36 months, 10k in zip code 20001?Which trim?The base Hybrid model, please - thanks ",Yes
1,Honda,Honda Accord,757,Huggy,Member,11,2020-07-06,21:47:28,@kyfdx or anyone else able to help I have a follow up question. Should we be using the MSRP to calculate the payment or should we use the agreed upon sales price including tax and dealer fees to calculate the payment? ,No
1,Honda,Honda Accord,758,tga01,Member,63,2020-07-07,18:30:00,"HiCan you please give me the MF, RV and any available incentives for a 2020 Honda Accord EX 1.5 in New Jersey(08510) for 15,000 miles for 27 Months and 36 Months. Thanks Very Much in Advance !! ",No
1,Honda,Honda Accord,759,Huggy,Member,11,2020-07-08,02:46:43,"Could I please have the MF & RV for a 2020 Accord 2.0T Touring 36/15K & 48/15K for zip 21043 with a negotiated price of $32,650? ",No
1,Honda,Honda Accord,760,Yuuuuuuu,Member,5,2020-07-08,06:54:34,"Hello,Can someone let me know the MF and Res for 2020 accord EX-L 97007 zip code 15k miles /24 months ",No
1,Honda,Honda Accord,761,kyfdx,Moderator,217095,2020-07-08,11:55:18,"dantinho said: kyfdx said: dantinho said:Hi - could I please get the MF, RV and incentives for 2020 Honda Accord Hybrid. 36 months, 10k in zip code 20001?Which trim?The base Hybrid model, please - thanks.00108 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,762,kyfdx,Moderator,217095,2020-07-08,11:55:52,"Huggy said:@kyfdx or anyone else able to help I have a follow up question. Should we be using the MSRP to calculate the payment or should we use the agreed upon sales price including tax and dealer fees to calculate the payment?MSRP is used to calculate the residualThen, the adjusted CAP cost is used to calculate the payment ",Yes
1,Honda,Honda Accord,763,kyfdx,Moderator,217095,2020-07-08,11:56:45,"tga01 said:HiCan you please give me the MF, RV and any available incentives for a 2020 Honda Accord EX 1.5 in New Jersey(08510) for 15,000 miles for 27 Months and 36 Months. Thanks Very Much in Advance !!.00108 MF60%/54% residual$500 incentive ",Yes
1,Honda,Honda Accord,764,kyfdx,Moderator,217095,2020-07-08,11:57:51,"Huggy said:Could I please have the MF & RV for a 2020 Accord 2.0T Touring 36/15K & 48/15K for zip 21043 with a negotiated price of $32,650?36/15.00108 MF and 54% residual$500 incentive48 month term is not supported ",Yes
1,Honda,Honda Accord,765,kyfdx,Moderator,217095,2020-07-08,11:58:17,"Yuuuuuuu said:Hello,Can someone let me know the MF and Res for 2020 accord EX-L 97007 zip code 15k miles /24 months 1.5 or 2.0? ",Yes
1,Honda,Honda Accord,766,Yuuuuuuu,Member,5,2020-07-08,15:27:48,"kyfdx said: Yuuuuuuu said:Hello,Can someone let me know the MF and Res for 2020 accord EX-L 97007 zip code 15k miles /24 months 1.5 or 2.0?1.5T! ",Yes
1,Honda,Honda Accord,767,kyfdx,Moderator,217095,2020-07-08,19:10:21,"Yuuuuuuu said: kyfdx said: Yuuuuuuu said:Hello,Can someone let me know the MF and Res for 2020 accord EX-L 97007 zip code 15k miles /24 months 1.5 or 2.0?1.5T!.00108 MF and 61% residual$500 incentive ",Yes
1,Honda,Honda Accord,768,jaggerf,Member,12,2020-07-09,00:06:13,"So the percent equivalent of MF increased from 2.09% to 2.59% starting July 7th.From the beginning of April to end of June they kept the MF at .00087, and June sales of the Accord were down 30% from June 2019, and sales down 31% year-to-date over 2019.What's this $500 incentive? Can anyone qualify for it? Is it for the dealer?Cheers ",No
1,Honda,Honda Accord,769,silverm0623,Member,18,2020-07-09,00:34:58,"Hello everyone,Can someone let me know the MF, incentives and Res for 2020 accord touring hybrid in 89136 zip code10k miles /24 months or 36 months. Thanks! ",No
1,Honda,Honda Accord,770,Michaell,Moderator,219539,2020-07-09,02:47:04,"jaggerf said:So the percent equivalent of MF increased from 2.09% to 2.59% starting July 7th.From the beginning of April to end of June they kept the MF at .00087, and June sales of the Accord were down 30% from June 2019, and sales down 31% year-to-date over 2019.What's this $500 incentive? Can anyone qualify for it? Is it for the dealer?Cheers$500 incentive is for the dealer, and results in a lower selling price. ",Yes
1,Honda,Honda Accord,771,Michaell,Moderator,219539,2020-07-09,02:47:27,"silverm0623 said:Hello everyone,Can someone let me know the MF, incentives and Res for 2020 accord touring hybrid in 89136 zip code10k miles /24 months or 36 months. Thanks!.00108 and 60% / 54%$500 incentives ",Yes
1,Honda,Honda Accord,772,malik4696506,Member,3,2020-07-12,01:11:30,"Hello,Can i get MF and RV for accord sport 2020. 12k/36 zip code 22172 ",No
1,Honda,Honda Accord,773,Michaell,Moderator,219539,2020-07-12,02:09:30,"malik4696506 said:Hello,Can i get MF and RV for accord sport 2020. 12k/36 zip code 221721.5T or 2.0T? ",Yes
1,Honda,Honda Accord,774,hyungk23,Member,1,2020-07-12,11:17:43,"Hi. Can I get MF and RV for 2020 Accord 1.5T Sport(12k/36months). Zip code 22042. Also, I got an offer at 300$ for 36 months with 3,000$ down payment. Do you think this is an appropriate lease price? ",No
1,Honda,Honda Accord,775,kyfdx,Moderator,217095,2020-07-12,13:40:39,"hyungk23 said:Hi. Can I get MF and RV for 2020 Accord 1.5T Sport(12k/36months). Zip code 22042. Also, I got an offer at 300$ for 36 months with 3,000$ down payment. Do you think this is an appropriate lease price? .00108 MF and 58% residual$500 incentiveWithout the details, it is hard to comment, but it doesn't seem very good. ",Yes
1,Honda,Honda Accord,776,jaaahtee,Member,11,2020-07-12,21:22:43,"Can some share RV, MF, and any incentives for an Accord Sport 2.0 in 30309? 24/10 and 36/10. Thanks! ",No
1,Honda,Honda Accord,777,Michaell,Moderator,219539,2020-07-12,22:44:58,"jaaahtee said:Can some share RV, MF, and any incentives for an Accord Sport 2.0 in 30309? 24/10 and 36/10. Thanks!.00108 and 64% / 58%$500 incentive ",Yes
1,Honda,Honda Accord,778,malik4696506,Member,3,2020-07-12,23:18:30,"Michaell said: malik4696506 said:Hello,Can i get MF and RV for accord sport 2020. 12k/36 zip code 221721.5T or 2.0T?1.5T ",Yes
1,Honda,Honda Accord,779,Michaell,Moderator,219539,2020-07-12,23:37:54,"malik4696506 said: Michaell said: malik4696506 said:Hello,Can i get MF and RV for accord sport 2020. 12k/36 zip code 221721.5T or 2.0T?1.5T.00108 and 58%$500 incentive ",Yes
1,Honda,Honda Accord,780,steve16,Member,12,2020-07-13,18:18:17,"Hello, Could I please get the RV, MF, and incentives for a 2020 Honda Accord LE and EX trims? 36/12. Zip code 02138. Thank you very much. ",No
